complaint_id,date,complaint_type,reported_amount,victim_account,suspected_account,transaction_id,channel,city,state,status,risk_score,risk_label
CMP-1516,2025-04-07T01:00:00,Online Shopping Fraud,9316.81,ACC00382,ACC00061,TXN100516,Wallet,Patna,Bihar,Open,32,LOW
CMP-1517,2025-04-09T19:00:00,Job Fraud,3201.94,ACC00229,ACC00395,TXN100517,RTGS,Hyderabad,Telangana,Open,47,MEDIUM
CMP-1518,2025-06-14T02:00:00,OTP Fraud,791.14,ACC00437,ACC00029,TXN100518,UPI,Mumbai,Maharashtra,Under Investigation,56,MEDIUM
CMP-1519,2025-05-23T12:00:00,Credit Card Fraud,21422.57,ACC00360,ACC00043,TXN100519,RTGS,Bengaluru,Karnataka,Escalated,61,MEDIUM
CMP-1520,2025-07-17T00:00:00,Phishing,10254.94,ACC00182,ACC00081,TXN100520,IMPS,Lucknow,Uttar Pradesh,Open,63,MEDIUM
CMP-1521,2025-04-11T15:00:00,SIM Swap Fraud,1388.43,ACC00407,ACC00008,TXN100521,UPI,Hyderabad,Telangana,Open,15,LOW
CMP-1522,2025-02-11T06:00:00,Online Shopping Fraud,1226.83,ACC00470,ACC00051,TXN100522,NEFT,Lucknow,Uttar Pradesh,Under Investigation,58,MEDIUM
CMP-1523,2025-07-21T20:00:00,UPI Fraud,28228.32,ACC00496,ACC00081,TXN100523,IMPS,Lucknow,Uttar Pradesh,Under Investigation,78,HIGH
CMP-1524,2025-03-21T09:00:00,Fake Investment App,2027.25,ACC00199,ACC00076,TXN100524,Wallet,Kanpur,Uttar Pradesh,Under Investigation,53,MEDIUM
CMP-1525,2025-06-03T04:00:00,OTP Fraud,15326.18,ACC00445,ACC00030,TXN100525,UPI,Mumbai,Maharashtra,Under Investigation,78,HIGH
CMP-1526,2025-08-14T17:00:00,Credit Card Fraud,7459.24,ACC00499,ACC00085,TXN100526,IMPS,Kanpur,Uttar Pradesh,Under Investigation,54,MEDIUM
CMP-1527,2025-06-02T03:00:00,Online Shopping Fraud,665.1,ACC00477,ACC00011,TXN100527,Wallet,Lucknow,Uttar Pradesh,Under Investigation,10,LOW
CMP-1528,2025-09-07T10:00:00,Fake Investment App,29546.91,ACC00277,ACC00241,TXN100528,Card,Jaipur,Rajasthan,Open,64,MEDIUM
CMP-1529,2025-06-15T17:00:00,Phishing,5860.33,ACC00394,ACC00022,TXN100529,Wallet,Patna,Bihar,Under Investigation,16,LOW
CMP-1530,2025-08-03T11:00:00,Loan App Harassment,13201.82,ACC00357,ACC00014,TXN100530,Wallet,Delhi,Delhi,Escalated,59,MEDIUM
CMP-1531,2025-08-03T01:00:00,Fake Investment App,9656.9,ACC00455,ACC00048,TXN100531,NEFT,Kanpur,Uttar Pradesh,Under Investigation,41,MEDIUM
CMP-1532,2025-04-30T23:00:00,Romance Scam,10220.41,ACC00448,ACC00075,TXN100532,UPI,Hyderabad,Telangana,Closed,83,HIGH
CMP-1533,2025-07-14T03:00:00,Fake Investment App,3990.47,ACC00134,ACC00028,TXN100533,NEFT,Kanpur,Uttar Pradesh,Under Investigation,17,LOW
CMP-1534,2025-03-10T09:00:00,Loan App Harassment,14444.99,ACC00280,ACC00001,TXN100534,IMPS,Patna,Bihar,Escalated,79,HIGH
CMP-1535,2025-07-23T10:00:00,Phishing,5296.44,ACC00147,ACC00095,TXN100535,Wallet,Kanpur,Uttar Pradesh,Escalated,17,LOW
CMP-1536,2025-07-11T10:00:00,Loan App Harassment,2353.31,ACC00343,ACC00027,TXN100536,IMPS,Mumbai,Maharashtra,Closed,38,LOW
CMP-1537,2025-07-14T19:00:00,Loan App Harassment,72722.48,ACC00355,ACC00030,TXN100537,IMPS,Bengaluru,Karnataka,Escalated,60,MEDIUM
CMP-1538,2025-03-21T07:00:00,Phishing,3549.24,ACC00203,ACC00079,TXN100538,UPI,Bengaluru,Karnataka,Under Investigation,48,MEDIUM
CMP-1539,2025-01-04T01:00:00,Online Shopping Fraud,1579.86,ACC00446,ACC00352,TXN100539,UPI,Delhi,Delhi,Under Investigation,48,MEDIUM
CMP-1540,2025-02-04T12:00:00,Credit Card Fraud,715.87,ACC00290,ACC00063,TXN100540,NEFT,Hyderabad,Telangana,Closed,16,LOW
CMP-1541,2025-04-12T01:00:00,Fake Investment App,21604.77,ACC00193,ACC00361,TXN100541,Wallet,Hyderabad,Telangana,Open,44,MEDIUM
CMP-1542,2025-06-25T03:00:00,Online Shopping Fraud,30233.35,ACC00127,ACC00054,TXN100542,UPI,Mumbai,Maharashtra,Under Investigation,97,CRITICAL
CMP-1543,2025-08-14T09:00:00,Phishing,22673.47,ACC00301,ACC00497,TXN100543,RTGS,Jaipur,Rajasthan,Open,16,LOW
CMP-1544,2025-06-14T11:00:00,Job Fraud,3529.32,ACC00261,ACC00001,TXN100544,Wallet,Hyderabad,Telangana,Under Investigation,5,LOW
CMP-1545,2025-08-12T11:00:00,Loan App Harassment,4950.09,ACC00266,ACC00033,TXN100545,IMPS,Delhi,Delhi,Open,43,MEDIUM
CMP-1546,2025-09-04T19:00:00,Romance Scam,13794.76,ACC00341,ACC00275,TXN100546,Card,Kanpur,Uttar Pradesh,Under Investigation,30,LOW
CMP-1547,2025-01-29T22:00:00,Job Fraud,2775.73,ACC00314,ACC00047,TXN100547,NEFT,Bengaluru,Karnataka,Under Investigation,36,LOW
CMP-1548,2025-06-17T23:00:00,Phishing,5457.1,ACC00192,ACC00073,TXN100548,RTGS,Hyderabad,Telangana,Under Investigation,26,LOW
CMP-1549,2025-07-14T19:00:00,OTP Fraud,1130.47,ACC00220,ACC00048,TXN100549,Card,Kanpur,Uttar Pradesh,Open,30,LOW
CMP-1550,2025-01-12T13:00:00,Online Shopping Fraud,9908.11,ACC00190,ACC00017,TXN100550,Wallet,Lucknow,Uttar Pradesh,Closed,34,LOW
CMP-1551,2025-01-16T16:00:00,UPI Fraud,548.65,ACC00349,ACC00071,TXN100551,Card,Jaipur,Rajasthan,Closed,10,LOW
CMP-1552,2025-06-28T21:00:00,Romance Scam,7962.74,ACC00453,ACC00027,TXN100552,RTGS,Delhi,Delhi,Escalated,36,LOW
CMP-1553,2025-08-18T14:00:00,Online Shopping Fraud,8015.09,ACC00330,ACC00033,TXN100553,Wallet,Delhi,Delhi,Under Investigation,47,MEDIUM
CMP-1554,2025-01-21T17:00:00,Credit Card Fraud,6085.25,ACC00276,ACC00015,TXN100554,IMPS,Kanpur,Uttar Pradesh,Under Investigation,24,LOW
CMP-1555,2025-07-02T01:00:00,Romance Scam,5888.46,ACC00499,ACC00041,TXN100555,RTGS,Mumbai,Maharashtra,Under Investigation,33,LOW
CMP-1556,2025-06-10T05:00:00,OTP Fraud,12303.65,ACC00140,ACC00036,TXN100556,IMPS,Hyderabad,Telangana,Under Investigation,94,CRITICAL
CMP-1557,2025-05-11T23:00:00,Phishing,1612.7,ACC00315,ACC00073,TXN100557,UPI,Jaipur,Rajasthan,Under Investigation,52,MEDIUM
CMP-1558,2025-07-28T21:00:00,Loan App Harassment,3716.5,ACC00275,ACC00040,TXN100558,Wallet,Mumbai,Maharashtra,Under Investigation,31,LOW
CMP-1559,2025-02-26T16:00:00,SIM Swap Fraud,29377.23,ACC00238,ACC00499,TXN100559,RTGS,Patna,Bihar,Closed,51,MEDIUM
CMP-1560,2025-09-02T18:00:00,Fake Investment App,3329.35,ACC00311,ACC00002,TXN100560,RTGS,Hyderabad,Telangana,Open,24,LOW
CMP-1561,2025-04-24T09:00:00,Job Fraud,10969.81,ACC00480,ACC00010,TXN100561,UPI,Kanpur,Uttar Pradesh,Open,78,HIGH
CMP-1562,2025-03-21T13:00:00,UPI Fraud,3179.89,ACC00132,ACC00342,TXN100562,Card,Delhi,Delhi,Under Investigation,51,MEDIUM
CMP-1563,2025-02-13T11:00:00,Job Fraud,4346.98,ACC00153,ACC00019,TXN100563,NEFT,Delhi,Delhi,Open,25,LOW
CMP-1564,2025-05-18T23:00:00,OTP Fraud,8934.06,ACC00226,ACC00056,TXN100564,Wallet,Bengaluru,Karnataka,Under Investigation,20,LOW
CMP-1565,2025-02-27T00:00:00,SIM Swap Fraud,3000.13,ACC00114,ACC00045,TXN100565,Card,Mumbai,Maharashtra,Closed,48,MEDIUM
CMP-1566,2025-04-02T07:00:00,Online Shopping Fraud,6119.45,ACC00376,ACC00380,TXN100566,IMPS,Hyderabad,Telangana,Under Investigation,38,LOW
CMP-1567,2025-01-20T23:00:00,Online Shopping Fraud,2870.57,ACC00423,ACC00072,TXN100567,NEFT,Hyderabad,Telangana,Under Investigation,31,LOW
CMP-1568,2025-08-04T16:00:00,SIM Swap Fraud,1516.04,ACC00346,ACC00011,TXN100568,Card,Jaipur,Rajasthan,Under Investigation,39,LOW
CMP-1569,2025-05-05T18:00:00,OTP Fraud,1498.44,ACC00179,ACC00000,TXN100569,NEFT,Kanpur,Uttar Pradesh,Under Investigation,21,LOW
CMP-1570,2025-01-01T04:00:00,Romance Scam,4118.27,ACC00340,ACC00088,TXN100570,NEFT,Kanpur,Uttar Pradesh,Closed,47,MEDIUM
CMP-1571,2025-09-13T09:00:00,UPI Fraud,1642.58,ACC00492,ACC00037,TXN100571,Wallet,Lucknow,Uttar Pradesh,Under Investigation,46,MEDIUM
CMP-1572,2025-04-05T04:00:00,Fake Investment App,9827.17,ACC00196,ACC00071,TXN100572,IMPS,Jaipur,Rajasthan,Under Investigation,10,LOW
CMP-1573,2025-09-15T15:00:00,Fake Investment App,5951.25,ACC00293,ACC00010,TXN100573,Wallet,Patna,Bihar,Under Investigation,22,LOW
CMP-1574,2025-07-18T22:00:00,Job Fraud,5005.06,ACC00245,ACC00068,TXN100574,IMPS,Kanpur,Uttar Pradesh,Escalated,30,LOW
CMP-1575,2025-05-03T15:00:00,Credit Card Fraud,37306.26,ACC00193,ACC00014,TXN100575,Card,Delhi,Delhi,Under Investigation,82,HIGH
CMP-1576,2025-06-21T02:00:00,OTP Fraud,3516.25,ACC00458,ACC00024,TXN100576,UPI,Kanpur,Uttar Pradesh,Open,37,LOW
CMP-1577,2025-07-01T09:00:00,Romance Scam,13601.53,ACC00195,ACC00244,TXN100577,RTGS,Lucknow,Uttar Pradesh,Open,35,LOW
CMP-1578,2025-08-20T19:00:00,SIM Swap Fraud,32926.27,ACC00219,ACC00001,TXN100578,Card,Lucknow,Uttar Pradesh,Under Investigation,75,HIGH
CMP-1579,2025-05-14T20:00:00,UPI Fraud,7580.06,ACC00355,ACC00337,TXN100579,NEFT,Kanpur,Uttar Pradesh,Under Investigation,34,LOW
CMP-1580,2025-08-31T17:00:00,Job Fraud,2352.64,ACC00484,ACC00128,TXN100580,UPI,Delhi,Delhi,Open,30,LOW
CMP-1581,2025-08-11T03:00:00,UPI Fraud,4752.2,ACC00192,ACC00032,TXN100581,UPI,Hyderabad,Telangana,Escalated,49,MEDIUM
CMP-1582,2025-04-16T21:00:00,UPI Fraud,22470.58,ACC00297,ACC00056,TXN100582,IMPS,Bengaluru,Karnataka,Open,97,CRITICAL
CMP-1583,2025-05-26T08:00:00,Fake Investment App,2293.23,ACC00476,ACC00066,TXN100583,Card,Hyderabad,Telangana,Under Investigation,44,MEDIUM
CMP-1584,2025-09-02T21:00:00,UPI Fraud,19188.41,ACC00448,ACC00265,TXN100584,RTGS,Patna,Bihar,Open,24,LOW
CMP-1585,2025-05-30T08:00:00,UPI Fraud,5704.11,ACC00229,ACC00038,TXN100585,RTGS,Delhi,Delhi,Open,14,LOW
CMP-1586,2025-05-16T14:00:00,OTP Fraud,10271.31,ACC00157,ACC00055,TXN100586,NEFT,Bengaluru,Karnataka,Open,91,CRITICAL
CMP-1587,2025-06-06T01:00:00,Credit Card Fraud,1151.41,ACC00302,ACC00001,TXN100587,RTGS,Delhi,Delhi,Closed,27,LOW
CMP-1588,2025-03-10T13:00:00,Fake Investment App,2440.8,ACC00452,ACC00047,TXN100588,IMPS,Hyderabad,Telangana,Escalated,23,LOW
CMP-1589,2025-03-03T22:00:00,UPI Fraud,5746.24,ACC00146,ACC00043,TXN100589,UPI,Hyderabad,Telangana,Closed,41,MEDIUM
CMP-1590,2025-08-29T18:00:00,OTP Fraud,11118.53,ACC00430,ACC00068,TXN100590,Card,Jaipur,Rajasthan,Escalated,86,CRITICAL
CMP-1591,2025-06-09T18:00:00,Romance Scam,39185.79,ACC00262,ACC00430,TXN100591,RTGS,Bengaluru,Karnataka,Escalated,36,LOW
CMP-1592,2025-09-01T09:00:00,Loan App Harassment,3873.63,ACC00110,ACC00045,TXN100592,UPI,Bengaluru,Karnataka,Escalated,57,MEDIUM
CMP-1593,2025-06-25T18:00:00,Romance Scam,5679.18,ACC00461,ACC00037,TXN100593,IMPS,Hyderabad,Telangana,Under Investigation,30,LOW
CMP-1594,2025-02-28T16:00:00,Credit Card Fraud,26576.96,ACC00378,ACC00093,TXN100594,Wallet,Mumbai,Maharashtra,Under Investigation,72,HIGH
CMP-1595,2025-02-02T15:00:00,Loan App Harassment,10886.57,ACC00135,ACC00057,TXN100595,Wallet,Mumbai,Maharashtra,Open,69,HIGH
CMP-1596,2025-08-30T23:00:00,OTP Fraud,10038.19,ACC00332,ACC00081,TXN100596,UPI,Jaipur,Rajasthan,Under Investigation,84,HIGH
CMP-1597,2025-02-26T08:00:00,Online Shopping Fraud,26505.03,ACC00497,ACC00041,TXN100597,Card,Jaipur,Rajasthan,Escalated,72,HIGH
CMP-1598,2025-08-26T04:00:00,Credit Card Fraud,6293.88,ACC00368,ACC00098,TXN100598,NEFT,Bengaluru,Karnataka,Under Investigation,40,MEDIUM
CMP-1599,2025-06-08T04:00:00,Phishing,5480.98,ACC00309,ACC00014,TXN100599,UPI,Jaipur,Rajasthan,Open,27,LOW
CMP-1600,2025-06-19T05:00:00,Fake Investment App,16991.75,ACC00191,ACC00203,TXN100600,UPI,Mumbai,Maharashtra,Open,37,LOW
CMP-1601,2025-08-06T22:00:00,Online Shopping Fraud,1014.44,ACC00392,ACC00049,TXN100601,Wallet,Lucknow,Uttar Pradesh,Under Investigation,22,LOW
CMP-1602,2025-07-14T10:00:00,UPI Fraud,3746.49,ACC00125,ACC00077,TXN100602,IMPS,Kanpur,Uttar Pradesh,Escalated,29,LOW
CMP-1603,2025-04-19T07:00:00,Online Shopping Fraud,1266.19,ACC00140,ACC00081,TXN100603,RTGS,Hyderabad,Telangana,Open,22,LOW
CMP-1604,2025-01-11T15:00:00,Loan App Harassment,31870.75,ACC00288,ACC00007,TXN100604,Wallet,Patna,Bihar,Escalated,87,CRITICAL
CMP-1605,2025-02-20T07:00:00,Fake Investment App,22491.8,ACC00475,ACC00038,TXN100605,Wallet,Lucknow,Uttar Pradesh,Open,94,CRITICAL
CMP-1606,2025-05-12T08:00:00,Fake Investment App,3725.42,ACC00151,ACC00068,TXN100606,Wallet,Delhi,Delhi,Under Investigation,42,MEDIUM
CMP-1607,2025-04-29T16:00:00,Online Shopping Fraud,509.4,ACC00391,ACC00022,TXN100607,Card,Bengaluru,Karnataka,Under Investigation,41,MEDIUM
CMP-1608,2025-04-24T19:00:00,Job Fraud,2263.03,ACC00492,ACC00045,TXN100608,UPI,Delhi,Delhi,Under Investigation,29,LOW
CMP-1609,2025-03-23T20:00:00,OTP Fraud,7056.02,ACC00192,ACC00064,TXN100609,Wallet,Mumbai,Maharashtra,Open,35,LOW
CMP-1610,2025-09-02T10:00:00,SIM Swap Fraud,2903.18,ACC00280,ACC00381,TXN100610,NEFT,Hyderabad,Telangana,Closed,29,LOW
CMP-1611,2025-03-04T17:00:00,Fake Investment App,1866.38,ACC00491,ACC00092,TXN100611,Wallet,Patna,Bihar,Open,19,LOW
CMP-1612,2025-04-27T21:00:00,Romance Scam,1158.66,ACC00292,ACC00095,TXN100612,Card,Bengaluru,Karnataka,Open,45,MEDIUM
CMP-1613,2025-02-16T07:00:00,Online Shopping Fraud,3962.99,ACC00100,ACC00036,TXN100613,IMPS,Patna,Bihar,Under Investigation,52,MEDIUM
CMP-1614,2025-08-13T05:00:00,SIM Swap Fraud,10935.7,ACC00103,ACC00028,TXN100614,UPI,Kanpur,Uttar Pradesh,Open,80,HIGH
CMP-1615,2025-04-03T18:00:00,OTP Fraud,1559.83,ACC00383,ACC00073,TXN100615,UPI,Kanpur,Uttar Pradesh,Closed,22,LOW
CMP-1616,2025-01-28T10:00:00,Credit Card Fraud,5780.79,ACC00335,ACC00017,TXN100616,IMPS,Lucknow,Uttar Pradesh,Open,35,LOW
CMP-1617,2025-06-06T20:00:00,Credit Card Fraud,3109.55,ACC00231,ACC00011,TXN100617,IMPS,Bengaluru,Karnataka,Under Investigation,39,LOW
CMP-1618,2025-05-07T02:00:00,Credit Card Fraud,6983.75,ACC00470,ACC00061,TXN100618,UPI,Delhi,Delhi,Open,36,LOW
CMP-1619,2025-02-05T17:00:00,UPI Fraud,17452.44,ACC00119,ACC00073,TXN100619,NEFT,Kanpur,Uttar Pradesh,Under Investigation,96,CRITICAL
CMP-1620,2025-04-12T08:00:00,Fake Investment App,5153.29,ACC00322,ACC00015,TXN100620,RTGS,Jaipur,Rajasthan,Closed,31,LOW
CMP-1621,2025-01-28T20:00:00,Online Shopping Fraud,39578.99,ACC00424,ACC00048,TXN100621,UPI,Lucknow,Uttar Pradesh,Open,77,HIGH
CMP-1622,2025-04-17T13:00:00,Fake Investment App,12035.15,ACC00376,ACC00041,TXN100622,IMPS,Jaipur,Rajasthan,Under Investigation,66,HIGH
CMP-1623,2025-01-26T01:00:00,Credit Card Fraud,2198.0,ACC00444,ACC00050,TXN100623,Wallet,Lucknow,Uttar Pradesh,Closed,32,LOW
CMP-1624,2025-06-02T05:00:00,SIM Swap Fraud,6061.95,ACC00213,ACC00050,TXN100624,UPI,Delhi,Delhi,Open,38,LOW
CMP-1625,2025-07-01T14:00:00,Phishing,3294.2,ACC00392,ACC00070,TXN100625,Card,Hyderabad,Telangana,Under Investigation,40,MEDIUM
CMP-1626,2025-08-16T18:00:00,Online Shopping Fraud,7569.31,ACC00496,ACC00097,TXN100626,IMPS,Patna,Bihar,Open,54,MEDIUM
CMP-1627,2025-03-06T10:00:00,Online Shopping Fraud,2280.93,ACC00302,ACC00025,TXN100627,IMPS,Hyderabad,Telangana,Under Investigation,44,MEDIUM
CMP-1628,2025-02-07T02:00:00,Credit Card Fraud,5042.53,ACC00136,ACC00055,TXN100628,UPI,Bengaluru,Karnataka,Open,29,LOW
CMP-1629,2025-02-26T23:00:00,SIM Swap Fraud,1503.95,ACC00443,ACC00046,TXN100629,NEFT,Delhi,Delhi,Open,37,LOW
CMP-1630,2025-06-29T21:00:00,Romance Scam,3719.47,ACC00494,ACC00044,TXN100630,Wallet,Lucknow,Uttar Pradesh,Under Investigation,36,LOW
CMP-1631,2025-08-21T19:00:00,SIM Swap Fraud,1335.77,ACC00325,ACC00029,TXN100631,IMPS,Mumbai,Maharashtra,Open,37,LOW
CMP-1632,2025-08-05T08:00:00,OTP Fraud,5688.55,ACC00157,ACC00031,TXN100632,NEFT,Delhi,Delhi,Closed,45,MEDIUM
CMP-1633,2025-02-17T03:00:00,Romance Scam,25429.78,ACC00275,ACC00014,TXN100633,UPI,Lucknow,Uttar Pradesh,Open,80,HIGH
CMP-1634,2025-07-23T06:00:00,Online Shopping Fraud,2733.57,ACC00207,ACC00027,TXN100634,NEFT,Jaipur,Rajasthan,Open,37,LOW
CMP-1635,2025-04-20T14:00:00,UPI Fraud,4050.68,ACC00418,ACC00018,TXN100635,Card,Hyderabad,Telangana,Under Investigation,39,LOW
CMP-1636,2025-03-06T15:00:00,Credit Card Fraud,907.44,ACC00230,ACC00036,TXN100636,NEFT,Lucknow,Uttar Pradesh,Open,48,MEDIUM
CMP-1637,2025-08-30T20:00:00,Loan App Harassment,2225.07,ACC00338,ACC00001,TXN100637,RTGS,Lucknow,Uttar Pradesh,Open,25,LOW
CMP-1638,2025-05-14T18:00:00,Job Fraud,5344.71,ACC00155,ACC00083,TXN100638,Wallet,Jaipur,Rajasthan,Under Investigation,32,LOW
CMP-1639,2025-06-18T05:00:00,OTP Fraud,7710.94,ACC00261,ACC00076,TXN100639,IMPS,Delhi,Delhi,Under Investigation,37,LOW
CMP-1640,2025-01-13T07:00:00,Online Shopping Fraud,13409.67,ACC00387,ACC00111,TXN100640,NEFT,Hyderabad,Telangana,Open,33,LOW
CMP-1641,2025-09-08T10:00:00,SIM Swap Fraud,6178.04,ACC00350,ACC00020,TXN100641,NEFT,Jaipur,Rajasthan,Open,54,MEDIUM
CMP-1642,2025-05-20T06:00:00,UPI Fraud,2261.61,ACC00220,ACC00356,TXN100642,RTGS,Kanpur,Uttar Pradesh,Open,23,LOW
CMP-1643,2025-05-25T00:00:00,Loan App Harassment,5480.63,ACC00298,ACC00115,TXN100643,IMPS,Kanpur,Uttar Pradesh,Closed,16,LOW
CMP-1644,2025-07-04T02:00:00,Job Fraud,1873.15,ACC00274,ACC00436,TXN100644,Wallet,Mumbai,Maharashtra,Open,21,LOW
CMP-1645,2025-08-06T01:00:00,Loan App Harassment,410.86,ACC00313,ACC00019,TXN100645,Wallet,Bengaluru,Karnataka,Under Investigation,27,LOW
CMP-1646,2025-03-24T06:00:00,Credit Card Fraud,3644.58,ACC00329,ACC00026,TXN100646,Wallet,Jaipur,Rajasthan,Under Investigation,27,LOW
CMP-1647,2025-01-12T18:00:00,OTP Fraud,1362.58,ACC00170,ACC00090,TXN100647,Card,Bengaluru,Karnataka,Closed,9,LOW
CMP-1648,2025-08-21T15:00:00,Online Shopping Fraud,3176.64,ACC00435,ACC00180,TXN100648,Wallet,Mumbai,Maharashtra,Open,31,LOW
CMP-1649,2025-07-19T12:00:00,SIM Swap Fraud,876.14,ACC00194,ACC00018,TXN100649,Card,Delhi,Delhi,Escalated,30,LOW
CMP-1650,2025-05-23T06:00:00,Loan App Harassment,4194.99,ACC00255,ACC00081,TXN100650,IMPS,Patna,Bihar,Closed,37,LOW
CMP-1651,2025-08-18T13:00:00,Credit Card Fraud,8883.46,ACC00154,ACC00003,TXN100651,Wallet,Bengaluru,Karnataka,Escalated,44,MEDIUM
CMP-1652,2025-07-01T07:00:00,Fake Investment App,2220.31,ACC00410,ACC00029,TXN100652,RTGS,Kanpur,Uttar Pradesh,Under Investigation,27,LOW
CMP-1653,2025-08-11T19:00:00,Online Shopping Fraud,1511.65,ACC00283,ACC00099,TXN100653,Wallet,Lucknow,Uttar Pradesh,Under Investigation,32,LOW
CMP-1654,2025-04-10T14:00:00,Romance Scam,25178.38,ACC00464,ACC00023,TXN100654,Card,Hyderabad,Telangana,Closed,72,HIGH
CMP-1655,2025-09-17T04:00:00,UPI Fraud,375.58,ACC00183,ACC00004,TXN100655,NEFT,Mumbai,Maharashtra,Under Investigation,18,LOW
CMP-1656,2025-03-21T04:00:00,Phishing,4380.05,ACC00213,ACC00025,TXN100656,IMPS,Patna,Bihar,Escalated,5,LOW
CMP-1657,2025-08-27T18:00:00,Fake Investment App,6035.93,ACC00415,ACC00041,TXN100657,Card,Hyderabad,Telangana,Closed,22,LOW
CMP-1658,2025-04-25T19:00:00,SIM Swap Fraud,13865.11,ACC00497,ACC00094,TXN100658,Card,Patna,Bihar,Escalated,88,CRITICAL
CMP-1659,2025-03-30T19:00:00,UPI Fraud,2598.99,ACC00366,ACC00058,TXN100659,IMPS,Lucknow,Uttar Pradesh,Escalated,32,LOW
CMP-1660,2025-03-03T19:00:00,UPI Fraud,4310.51,ACC00476,ACC00049,TXN100660,IMPS,Patna,Bihar,Under Investigation,38,LOW
CMP-1661,2025-03-10T06:00:00,Loan App Harassment,4129.49,ACC00325,ACC00038,TXN100661,Card,Kanpur,Uttar Pradesh,Escalated,34,LOW
CMP-1662,2025-08-12T17:00:00,OTP Fraud,1467.08,ACC00316,ACC00006,TXN100662,Card,Mumbai,Maharashtra,Under Investigation,25,LOW
CMP-1663,2025-07-01T08:00:00,Credit Card Fraud,4305.73,ACC00146,ACC00014,TXN100663,RTGS,Hyderabad,Telangana,Open,35,LOW
CMP-1664,2025-01-17T12:00:00,Romance Scam,27465.79,ACC00301,ACC00057,TXN100664,Wallet,Mumbai,Maharashtra,Open,79,HIGH
CMP-1665,2025-02-04T12:00:00,OTP Fraud,1369.05,ACC00332,ACC00041,TXN100665,RTGS,Bengaluru,Karnataka,Under Investigation,31,LOW
CMP-1666,2025-02-27T07:00:00,Phishing,3268.04,ACC00146,ACC00057,TXN100666,Wallet,Delhi,Delhi,Under Investigation,32,LOW
CMP-1667,2025-01-24T04:00:00,OTP Fraud,5744.3,ACC00472,ACC00065,TXN100667,Card,Patna,Bihar,Under Investigation,28,LOW
CMP-1668,2025-03-16T06:00:00,OTP Fraud,18662.47,ACC00122,ACC00042,TXN100668,IMPS,Patna,Bihar,Under Investigation,59,MEDIUM
CMP-1669,2025-08-15T18:00:00,Loan App Harassment,4300.97,ACC00191,ACC00006,TXN100669,RTGS,Mumbai,Maharashtra,Under Investigation,56,MEDIUM
CMP-1670,2025-06-30T13:00:00,Fake Investment App,2401.45,ACC00247,ACC00015,TXN100670,UPI,Hyderabad,Telangana,Closed,27,LOW
CMP-1671,2025-03-19T21:00:00,UPI Fraud,31389.6,ACC00106,ACC00063,TXN100671,Wallet,Kanpur,Uttar Pradesh,Under Investigation,79,HIGH
CMP-1672,2025-04-01T09:00:00,Job Fraud,4509.48,ACC00221,ACC00084,TXN100672,Card,Hyderabad,Telangana,Under Investigation,33,LOW
CMP-1673,2025-08-04T14:00:00,Loan App Harassment,16107.25,ACC00407,ACC00031,TXN100673,Wallet,Delhi,Delhi,Closed,68,HIGH
CMP-1674,2025-03-06T23:00:00,UPI Fraud,1184.17,ACC00125,ACC00007,TXN100674,IMPS,Bengaluru,Karnataka,Under Investigation,20,LOW
CMP-1675,2025-03-23T02:00:00,Phishing,6874.46,ACC00441,ACC00077,TXN100675,UPI,Lucknow,Uttar Pradesh,Open,25,LOW
CMP-1676,2025-08-16T18:00:00,Credit Card Fraud,5754.16,ACC00313,ACC00182,TXN100676,RTGS,Delhi,Delhi,Under Investigation,21,LOW
CMP-1677,2025-01-28T01:00:00,Phishing,8222.33,ACC00333,ACC00046,TXN100677,NEFT,Mumbai,Maharashtra,Closed,59,MEDIUM
CMP-1678,2025-01-22T00:00:00,Online Shopping Fraud,6441.31,ACC00288,ACC00134,TXN100678,UPI,Jaipur,Rajasthan,Escalated,5,LOW
CMP-1679,2025-01-31T04:00:00,SIM Swap Fraud,19244.25,ACC00341,ACC00088,TXN100679,Wallet,Kanpur,Uttar Pradesh,Closed,66,HIGH
CMP-1680,2025-05-12T15:00:00,Phishing,770.34,ACC00368,ACC00026,TXN100680,Wallet,Patna,Bihar,Under Investigation,10,LOW
CMP-1681,2025-06-10T15:00:00,Loan App Harassment,56875.55,ACC00347,ACC00077,TXN100681,Card,Delhi,Delhi,Closed,75,HIGH
CMP-1682,2025-01-07T10:00:00,OTP Fraud,2382.44,ACC00232,ACC00079,TXN100682,Wallet,Jaipur,Rajasthan,Under Investigation,30,LOW
CMP-1683,2025-01-26T14:00:00,OTP Fraud,783.51,ACC00366,ACC00063,TXN100683,Wallet,Hyderabad,Telangana,Under Investigation,36,LOW
CMP-1684,2025-05-03T11:00:00,UPI Fraud,9025.63,ACC00462,ACC00024,TXN100684,Card,Bengaluru,Karnataka,Open,21,LOW
CMP-1685,2025-07-23T18:00:00,Job Fraud,6713.99,ACC00477,ACC00078,TXN100685,UPI,Delhi,Delhi,Closed,64,MEDIUM
CMP-1686,2025-01-16T06:00:00,Fake Investment App,10425.81,ACC00279,ACC00081,TXN100686,RTGS,Jaipur,Rajasthan,Open,74,HIGH
CMP-1687,2025-03-26T15:00:00,Online Shopping Fraud,1239.68,ACC00230,ACC00039,TXN100687,NEFT,Kanpur,Uttar Pradesh,Open,44,MEDIUM
